Model,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2,Train_MAPE,Test_MAPE
Linear Regression,0.3691048046720656,0.25313857986016614,0.2501973980738836,0.20800826563988745,0.9229931256019968,0.9237985637427075,47.44491007934727,52.26564576714422
