Date,Mortgage_1Y_x,Mortgage_3Y_x,Mortgage_5Y_x,Prime_Rate_x,Mortgage_1Y_y,Mortgage_3Y_y,Mortgage_5Y_y,Prime_Rate_y,Policy_Rate,Policy_Rate_Lag1,Policy_Rate_Lag3,Policy_Rate_Lag12,Prime_Rate_MoM_Change,Prime_Rate_YoY_Change,Mortgage_5Y_Change,Mortgage_5Y_MA3,Mortgage_5Y_MA12,Month,Quarter,Year,Price_Above_MA3,MA3_MA12_Diff,City
2005-01-01,4.25,4.8,5.6,6.05,4.25,4.8,5.6,6.05,,,,,,,,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-02,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-03,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-04,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-05,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-06,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-07,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-08,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-09,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-10,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-11,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-12,4.25,4.8,5.6,6.05,,,,,,,,,0.0,,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-13,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-14,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-15,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-16,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-17,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-18,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-19,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-20,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-21,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-22,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-23,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-24,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-25,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-26,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-27,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-28,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-29,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-30,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-01-31,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,1,1,2005,0.0,0.0,Greater Vancouver
2005-02-01,4.25,4.8,5.6,6.05,4.25,4.8,5.6,6.05,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-02,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-03,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-04,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-05,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-06,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-07,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-08,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-09,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-10,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-11,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-12,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-13,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-14,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-15,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-16,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-17,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-18,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-19,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-20,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-21,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-22,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-23,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-24,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-25,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-26,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-27,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-02-28,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,2,1,2005,0.0,0.0,Greater Vancouver
2005-03-01,4.25,4.8,5.6,6.05,4.25,4.816129032258064,5.616129032258065,6.062903225806451,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-02,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-03,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-04,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-05,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-06,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-07,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-08,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-09,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-10,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-11,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-12,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-13,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-14,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-15,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-16,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-17,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-18,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-19,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-20,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-21,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-22,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-23,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-24,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-25,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-26,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-27,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-28,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-29,4.25,4.8,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,3,1,2005,0.0,0.0,Greater Vancouver
2005-03-30,4.25,5.05,5.85,6.25,,,,,,,,,3.3057851239669533,3.3057851239669533,0.25,5.683333333333333,5.620833333333333,3,1,2005,0.16666666666666696,0.0625,Greater Vancouver
2005-03-31,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.766666666666666,5.641666666666667,3,1,2005,0.08333333333333393,0.12499999999999911,Greater Vancouver
2005-04-01,4.25,5.05,5.85,6.25,4.25,4.995,5.758333333333334,6.176666666666667,,,,,0.0,3.3057851239669533,0.0,5.85,5.6625000000000005,4,2,2005,0.0,0.1874999999999991,Greater Vancouver
2005-04-02,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.683333333333333,4,2,2005,0.0,0.16666666666666696,Greater Vancouver
2005-04-03,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.704166666666666,4,2,2005,0.0,0.14583333333333393,Greater Vancouver
2005-04-04,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.7250000000000005,4,2,2005,0.0,0.12499999999999911,Greater Vancouver
2005-04-05,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.745833333333334,4,2,2005,0.0,0.10416666666666607,Greater Vancouver
2005-04-06,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.766666666666666,4,2,2005,0.0,0.08333333333333393,Greater Vancouver
2005-04-07,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.787499999999999,4,2,2005,0.0,0.06250000000000089,Greater Vancouver
2005-04-08,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.808333333333334,4,2,2005,0.0,0.041666666666666075,Greater Vancouver
2005-04-09,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.829166666666666,4,2,2005,0.0,0.020833333333333925,Greater Vancouver
2005-04-10,4.25,5.05,5.85,6.25,,,,,,,,,0.0,3.3057851239669533,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-11,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-12,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-13,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-14,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-15,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-16,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-17,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-18,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-19,4.25,5.05,5.85,6.25,,,,,,,,,0.0,0.0,0.0,5.85,5.85,4,2,2005,0.0,0.0,Greater Vancouver
2005-04-20,4.25,4.9,5.6,6.05,,,,,,,,,-3.200000000000003,-3.200000000000003,-0.25,5.766666666666666,5.829166666666666,4,2,2005,-0.16666666666666607,-0.0625,Greater Vancouver
2005-04-21,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.683333333333333,5.808333333333334,4,2,2005,-0.08333333333333304,-0.1250000000000009,Greater Vancouver
2005-04-22,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.787499999999999,4,2,2005,0.0,-0.1874999999999991,Greater Vancouver
2005-04-23,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.766666666666666,4,2,2005,0.0,-0.16666666666666607,Greater Vancouver
2005-04-24,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.745833333333334,4,2,2005,0.0,-0.14583333333333393,Greater Vancouver
2005-04-25,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.7250000000000005,4,2,2005,0.0,-0.1250000000000009,Greater Vancouver
2005-04-26,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.704166666666666,4,2,2005,0.0,-0.10416666666666607,Greater Vancouver
2005-04-27,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.683333333333333,4,2,2005,0.0,-0.08333333333333304,Greater Vancouver
2005-04-28,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.6625000000000005,4,2,2005,0.0,-0.06250000000000089,Greater Vancouver
2005-04-29,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.641666666666667,4,2,2005,0.0,-0.04166666666666696,Greater Vancouver
2005-04-30,4.25,4.9,5.6,6.05,,,,,,,,,0.0,-3.200000000000003,0.0,5.6,5.620833333333333,4,2,2005,0.0,-0.020833333333333037,Greater Vancouver
2005-05-01,4.25,4.9,5.6,6.05,4.25,4.888709677419355,5.6,6.02741935483871,,,,,0.0,-3.200000000000003,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-02,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-03,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-04,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-05,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-06,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-07,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-08,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-09,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-10,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-11,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-12,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-13,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-14,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-15,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-16,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-17,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-18,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-19,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-20,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-21,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-22,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-23,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-24,4.25,4.9,5.6,6.05,,,,,,,,,0.0,0.0,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-25,4.25,4.85,5.6,5.95,,,,,,,,,-1.6528925619834656,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-26,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-27,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-28,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-29,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-30,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-05-31,4.25,4.85,5.6,5.95,,,,,,,,,0.0,-1.6528925619834656,0.0,5.6,5.6,5,2,2005,0.0,0.0,Greater Vancouver
2005-06-01,4.25,4.85,5.5,5.85,4.25,4.7733333333333325,5.385,5.735,,,,,-1.6806722689075682,-3.3057851239669422,-0.09999999999999964,5.566666666666666,5.591666666666666,6,2,2005,-0.06666666666666643,-0.024999999999999467,Greater Vancouver
2005-06-02,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-3.3057851239669422,0.0,5.533333333333334,5.583333333333333,6,2,2005,-0.0333333333333341,-0.049999999999998934,Greater Vancouver
2005-06-03,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-3.3057851239669422,0.0,5.5,5.575,6,2,2005,0.0,-0.07500000000000018,Greater Vancouver
2005-06-04,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-3.3057851239669422,0.0,5.5,5.566666666666666,6,2,2005,0.0,-0.06666666666666643,Greater Vancouver
2005-06-05,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-3.3057851239669422,0.0,5.5,5.558333333333334,6,2,2005,0.0,-0.05833333333333357,Greater Vancouver
2005-06-06,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-1.6806722689075682,0.0,5.5,5.55,6,2,2005,0.0,-0.04999999999999982,Greater Vancouver
2005-06-07,4.25,4.85,5.5,5.85,,,,,,,,,0.0,-1.6806722689075682,0.0,5.5,5.541666666666667,6,2,2005,0.0,-0.04166666666666696,Greater Vancouver
2005-06-08,4.25,4.75,5.35,5.7,,,,,,,,,-2.564102564102555,-4.201680672268903,-0.15000000000000036,5.45,5.520833333333333,6,2,2005,-0.10000000000000053,-0.07083333333333286,Greater Vancouver
2005-06-09,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-4.201680672268903,0.0,5.3999999999999995,5.5,6,2,2005,-0.04999999999999982,-0.10000000000000053,Greater Vancouver
2005-06-10,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-4.201680672268903,0.0,5.35,5.479166666666667,6,2,2005,0.0,-0.12916666666666732,Greater Vancouver
2005-06-11,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-4.201680672268903,0.0,5.35,5.458333333333333,6,2,2005,0.0,-0.10833333333333339,Greater Vancouver
2005-06-12,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-4.201680672268903,0.0,5.35,5.4375,6,2,2005,0.0,-0.08750000000000036,Greater Vancouver
2005-06-13,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.425,6,2,2005,0.0,-0.07500000000000018,Greater Vancouver
2005-06-14,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.4125000000000005,6,2,2005,0.0,-0.06250000000000089,Greater Vancouver
2005-06-15,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.3999999999999995,6,2,2005,0.0,-0.04999999999999982,Greater Vancouver
2005-06-16,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.3875,6,2,2005,0.0,-0.03750000000000053,Greater Vancouver
2005-06-17,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.375,6,2,2005,0.0,-0.025000000000000355,Greater Vancouver
2005-06-18,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.3625,6,2,2005,0.0,-0.012500000000000178,Greater Vancouver
2005-06-19,4.25,4.75,5.35,5.7,,,,,,,,,0.0,-2.564102564102555,0.0,5.35,5.35,6,2,2005,0.0,0.0,Greater Vancouver
2005-06-20,4.25,4.75,5.35,5.7,,,,,,,,,0.0,0.0,0.0,5.35,5.35,6,2,2005,0.0,0.0,Greater Vancouver
2005-06-21,4.25,4.75,5.35,5.7,,,,,,,,,0.0,0.0,0.0,5.35,5.35,6,2,2005,0.0,0.0,Greater Vancouver
