Model,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2,Train_MAPE,Test_MAPE
Linear Regression,0.36874493078840137,0.251638923323302,0.2495742933613787,0.2069222736316391,0.9231432144264163,0.9246987622209685,47.26442021024088,51.91353348283434
